dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp
06/05/2020,6,5,2020,0,0,Cameroon,CM,CMR,25216237,Africa
05/05/2020,5,5,2020,27,0,Cameroon,CM,CMR,25216237,Africa
04/05/2020,4,5,2020,0,0,Cameroon,CM,CMR,25216237,Africa
03/05/2020,3,5,2020,8,3,Cameroon,CM,CMR,25216237,Africa
02/05/2020,2,5,2020,237,0,Cameroon,CM,CMR,25216237,Africa
01/05/2020,1,5,2020,0,0,Cameroon,CM,CMR,25216237,Africa
30/04/2020,30,4,2020,26,2,Cameroon,CM,CMR,25216237,Africa
29/04/2020,29,4,2020,185,1,Cameroon,CM,CMR,25216237,Africa
28/04/2020,28,4,2020,0,2,Cameroon,CM,CMR,25216237,Africa
27/04/2020,27,4,2020,103,3,Cameroon,CM,CMR,25216237,Africa
26/04/2020,26,4,2020,115,4,Cameroon,CM,CMR,25216237,Africa
25/04/2020,25,4,2020,2,0,Cameroon,CM,CMR,25216237,Africa
24/04/2020,24,4,2020,238,6,Cameroon,CM,CMR,25216237,Africa
23/04/2020,23,4,2020,0,1,Cameroon,CM,CMR,25216237,Africa
22/04/2020,22,4,2020,146,0,Cameroon,CM,CMR,25216237,Africa
