737845;380.171703029946;378.24211696772;379.892645263914;-428.373504540729;1188.71691060062
737846;460.000476849894;457.839376934922;459.682255881289;-349.529008100924;1269.52996180071
737847;556.377421902753;553.97287021815;556.01609408273;-254.38361721025;1367.13846101576
737848;672.634046065893;669.978944859397;672.225780654137;-139.646401516998;1484.91449364878
737849;812.727231220268;809.821570919327;812.268533129291;-1.39718881401382;1626.85165125455
737850;981.335871408923;978.189517772511;980.823885985431;165.01650338085;1797.655239437
737851;1183.96274259786;1180.59879038177;1183.39566122704;365.090142687951;2002.83534250777
737852;1427.03674240826;1423.4954065508;1426.41432837627;605.275388823753;2248.79809599276
737853;1718.0076370749;1714.35055694404;1717.33188946023;893.086928700851;2542.92834544895
737854;2065.42143411257;2061.73611741968;2064.69740192301;1237.18874624795;2893.65412197718
737855;2478.95938462124;2475.36330066966;2478.19613184944;1647.43876451695;3310.48000472554
737856;2969.41752445107;2966.06106132632;2968.62922665125;2134.86281677625;3803.97223212588
737857;3548.59706539559;3545.66419517167;3547.80418718265;2711.52085916229;4385.67327162889
737858;4229.06990790642;4226.77498654308;4228.30036659418;3390.22269332112;5067.91712249171
737859;5023.77995797377;5022.35869449769;5023.07012178085;4184.05116986241;5863.50874608512
737860;5945.44268809279;5945.13508501211;5944.83799274305;5105.66347231837;6785.22190386722
737861;7005.71629570051;7006.73949497199;7005.27120263739;6166.37152710454;7845.06106429648
737862;8214.14197982481;8216.65170651669;8213.91896348174;7375.0525060252;9053.23145362442
737863;9576.89120200325;9580.93213128772;9576.9584719892;8736.99972215276;10416.7826818537
737864;11095.41367837;11100.8616707339;11095.841447264;10252.8630311129;11937.9643256271
737865;12765.1441914646;12771.6467343584;12765.9995123822;11917.8057542813;13612.482628648
737866;14574.4836286096;14581.4082928547;14575.8241420911;13720.9107753665;15428.0564818526
737867;16504.2971588285;16510.7002286835;16506.1644524323;15644.7657847697;17363.8285328873
737868;18528.1462617889;18532.7735143053;18530.5598544048;17665.1500026516;19391.1425209262
737869;20613.3775881516;20614.7054554514;20616.3306750252;19750.8544888635;21475.9006874396
737870;22723.0385337967;22719.3566708206;22726.4964656832;21863.812924539;23582.2641430543
737871;24818.412223057;24807.9394286836;24822.3142308971;23959.8913329168;25676.9331131972
737872;26861.8172604499;26842.8345389864;26866.0812829534;25991.0572652832;27732.5772556167
737873;28819.2513558535;28790.2314973845;28823.7811802938;27910.0691607035;29728.4335510035
737874;30662.4972208061;30622.2111904499;30667.1907139521;29677.7900340411;31647.2044075711
737875;32370.4393670243;32318.0255703413;32375.1964754946;31269.7403608221;33471.1383732265
737876;33929.5153367523;33864.5062891721;33934.2447643139;32677.3273248586;35181.703348646
737877;35333.3887966736;35255.69806835;35338.0127001052;33904.0759088943;36762.7016844529
737878;36582.0432029438;36491.921530026;36586.4997264709;34960.8504729786;38203.235932909
737879;37680.5381055055;37578.5103150396;37684.7819635982;35862.3737962515;39498.7024147595
737880;38637.6546694368;38524.4488440809;38641.6562224678;36625.071897754;40650.2374411197
737881;39464.6051150965;39341.0832324366;39468.3484609384;37265.7226416627;41663.4875885303
737882;40173.916431715;40041.0126997384;40177.3969985748;37800.5756807506;42547.2571826793
737883;40778.5395983602;40637.2097732567;40781.761622241;38244.7918630281;43312.2873336923
737884;41291.1908330922;41142.373459962;41294.1649821605;38612.1214495377;43970.2602166466
